Date,Anomaly_Error
8,0.16096547387346616
9,0.33817760381410433
10,0.19134585294435336
11,0.44065995130083213
12,0.1615215503072035
14,0.127164703016958
19,0.1283366631347364
20,0.2260558994425407
21,0.1307964100857813
22,0.18918691310594393
26,0.29968793553025974
