Date,Anomaly_Error
6,0.21391290213380543
8,0.1817443881716047
9,0.13798999360629488
11,0.28997161132948734
12,0.1061273174626487
13,0.2382677069732121
14,0.22800250564302715
15,0.2839146213872092
16,0.22668997304780142
17,0.15589732996055056
18,0.12419352999755312
19,0.16796300453799112
20,0.10326551965304787
22,0.14360303963933674
23,0.14870807528495789
25,0.5953415930271148
26,0.26202909861292156
27,0.3723086161272866
29,0.2753777759415762
