Date,Anomaly_Error
5,0.12190508842468262
9,0.2295037806034088
10,0.38384708762168884
11,0.13081595897674558
12,0.12999640703201298
14,0.2847611904144287
15,0.4042889475822449
16,0.3506397712230682
22,0.5430399236679078
26,0.20651296377182005
