Date,Anomaly_Error
6,0.3528036546259301
7,0.1838201234717065
8,0.10970488009497104
10,0.4736499317767199
11,0.11766998983727775
12,0.24013581987723565
13,0.273286908864975
15,0.12042741262369283
16,0.19789466409051204
18,0.19824600653740965
20,0.24019419140531928
21,0.2528523680981628
23,0.3060350953752655
25,0.1046128941518237
29,0.2320867116414026
