Date,Anomaly_Error
5,0.12750335037708282
6,0.12265114486217499
7,0.1466202735900879
8,0.20630478858947754
9,0.29628822207450867
10,0.41242843866348267
11,0.17426708936691282
12,0.11460100412368779
14,0.23179733753204346
15,0.42413634061813354
16,0.34274898052215574
17,0.1935181874036789
18,0.10872691452503204
21,0.17216892123222352
22,0.5192035791873932
24,0.14738212823867802
25,0.10088019371032719
26,0.1513707399368286
